LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
19845,PORT ANGELES,WA,98362,561730,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-06
19840,TUKWILA,WA,98188,236220,Corporation,Unanswered,Male Owned,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
19839.27,AUBURN,WA,98092,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,05/26/2020,KeyBank National Association,WA-08
19833.33,SEATTLE,WA,98122,541990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,05/21/2020,KeyBank National Association,WA-07
19827,UNIVERSITY PLACE,WA,98466,442110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
19823,RENTON,WA,98056,238210,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,8-4-2020,"Wells Fargo Bank, National Association",WA-09
19820,BOTHELL,WA,98012,541618,Limited  Liability Company(LLC),Unanswered,Male Owned,Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19817,TACOMA,WA,98409,445120,Cooperative,Asian,Male Owned,Non-Veteran,,3,05/21/2020,KeyBank National Association,WA-06
19817,SEATTLE,WA,98106,,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19812,BURIEN,WA,98146,999990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19812,VANCOUVER,WA,98682,813110,Corporation,Unanswered,Unanswered,Unanswered,,1,04/15/2020,"JPMorgan Chase Bank, National Association",WA-03
19805,VANCOUVER,WA,98682,,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-03
19804,SEATTLE,WA,98109,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/13/2020,"Wells Fargo Bank, National Association",WA-07
19803,SEQUIM,WA,98382,624210,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,4,4-12-2020,KeyBank National Association,WA-06
19800,REDMOND,WA,98052,531311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4-11-2020,KeyBank National Association,WA-01
19800,PORT ORCHARD,WA,98366,541110,Subchapter S Corporation,White,Male Owned,Non-Veteran,,0,4-11-2020,KeyBank National Association,WA-06
19800,YAKIMA,WA,98907,481211,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,1,4-12-2020,KeyBank National Association,WA-04
19800,SHELTON,WA,98584,442210,Corporation,White,Male Owned,Veteran,,3,04/13/2020,KeyBank National Association,WA-06
19792,SEATTLE,WA,98102,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/16/2020,"Wells Fargo Bank, National Association",WA-07
19792,SEATTLE,WA,98108,311710,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-07
19790,SPOKANE,WA,99224,999990,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
19780,DEER PARK,WA,99006,236115,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
19768,TACOMA,WA,98466,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
19765,BELLINGHAM,WA,98225,114111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,5,8-8-2020,KeyBank National Association,WA-02
19750,SNOHOMISH,WA,98290,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19744,VANCOUVER,WA,98660,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
19740,SEATTLE,WA,98103,512110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-07
19732,SAMMAMISH,WA,98074,812113,Partnership,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-08
19722,ARLINGTON,WA,98223,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,8,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19714,SEATTLE,WA,98115,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/27/2020,"Wells Fargo Bank, National Association",WA-07
19713,REDMOND,WA,98053,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/14/2020,"Wells Fargo Bank, National Association",WA-01
19712,LYNNWOOD,WA,98087,722410,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-02
19700,ARLINGTON,WA,98223,813110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19695,NACHES,WA,98937,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,04/13/2020,KeyBank National Association,WA-04
19687.5,Yakima,WA,98908,453220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-3-2020,KeyBank National Association,WA-04
19687,BELLINGHAM,WA,98225,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19654.82,RENTON,WA,98059,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,5-8-2020,KeyBank National Association,WA-08
19642,MOUNTLAKE TERRACE,WA,98043,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19635,KENT,WA,98030,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
19630,LONG BEACH,WA,98631,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,,04/13/2020,KeyBank National Association,WA-03
19624,PRESTON,WA,98050,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-08
19620,LAKEWOOD,WA,98499,423990,Corporation,Unanswered,Unanswered,Unanswered,,8,04/28/2020,KeyBank National Association,WA-06
19613,VANCOUVER,WA,98663,811111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/13/2020,KeyBank National Association,WA-03
19610,RAVENSDALE,WA,98051,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,6-10-2020,"Wells Fargo Bank, National Association",WA-08
19602,SEATTLE,WA,98144,327215,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-09
19600,OLYMPIA,WA,98512,621340,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-10
19600,KIRKLAND,WA,98033,611610,Corporation,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-01
19600,VANCOUVER,WA,98683,541213,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-03
19597,FEDERAL WAY,WA,98023,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,07/27/2020,"Wells Fargo Bank, National Association",WA-09
19595,SEQUIM,WA,98382,238350,Corporation,White,Male Owned,Non-Veteran,,2,04/13/2020,KeyBank National Association,WA-06
19594,SEATTLE,WA,98122,999990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
19583,SEATTLE,WA,98122,541613,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
19582,RICHLAND,WA,99352,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,1,06/18/2020,"JPMorgan Chase Bank, National Association",WA-04
19575,SEATTLE,WA,98103,621340,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19563,PORT ORCHARD,WA,98366,236115,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-06
19559,LAKEWOOD,WA,98499,812113,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/19/2020,"Wells Fargo Bank, National Association",WA-06
19556,SEATTLE,WA,98107,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-07
19542,WOODINVILLE,WA,98072,111998,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-01
19529,SPOKANE,WA,99206,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Veteran,,5,05/14/2020,"JPMorgan Chase Bank, National Association",WA-05
19527.5,SEATTLE,WA,98155,512240,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,5-2-2020,"JPMorgan Chase Bank, National Association",WA-07
19505,KENMORE,WA,98028,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19500,ILWACO,WA,98624,721110,Corporation,Unanswered,Unanswered,Non-Veteran,,5,4-10-2020,KeyBank National Association,WA-03
19500,WOODINVILLE,WA,98072,541618,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19500,RENTON,WA,98059,611620,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19500,EVERETT,WA,98201,621330,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-02
19500,BOTHELL,WA,98012,541511,Corporation,Unanswered,Male Owned,Veteran,,7,04/13/2020,KeyBank National Association,WA-01
19500,VANCOUVER,WA,98683,541512,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,8-7-2020,KeyBank National Association,WA-03
19500,SEATTLE,WA,98144,812910,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-09
19480,BLACK DIAMOND,WA,98010,999990,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19479,SEATTLE,WA,98155,531110,Corporation,Unanswered,Unanswered,Unanswered,,1,06/29/2020,KeyBank National Association,WA-07
19465,SEATTLE,WA,98104,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,04/13/2020,KeyBank National Association,WA-07
19457,MAPLE VALLEY,WA,98038,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,5,4-10-2020,KeyBank National Association,WA-08
19451,CENTRALIA,WA,98531,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-03
19446,KIRKLAND,WA,98034,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,5-6-2020,"Wells Fargo Bank, National Association",WA-01
19425,SILVERDALE,WA,98383,238320,Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
19415,SEATTLE,WA,98103,722410,Corporation,Unanswered,Unanswered,Unanswered,,0,07/27/2020,"Wells Fargo Bank, National Association",WA-07
19400,MONROE,WA,98272,311811,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,6,04/14/2020,KeyBank National Association,WA-01
19384,TUKWILA,WA,98188,524210,Corporation,Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-09
19375,CENTRALIA,WA,98531,531320,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
19375,EDGEWOOD,WA,98372,484230,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/14/2020,"Wells Fargo Bank, National Association",WA-08
19362,SEATTLE,WA,98144,561311,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,04/30/2020,"Wells Fargo Bank, National Association",WA-09
19358,TACOMA,WA,98402,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,04/30/2020,"Wells Fargo Bank, National Association",WA-06
19355,FEDERAL WAY,WA,98003,561520,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,06/17/2020,"JPMorgan Chase Bank, National Association",WA-09
19342,LYNNWOOD,WA,98036,524210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,06/18/2020,"JPMorgan Chase Bank, National Association",WA-01
19340,LAKEWOOD,WA,98499,,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
19329,AUBURN,WA,98092,484110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,07/30/2020,"Wells Fargo Bank, National Association",WA-08
19322,VANCOUVER,WA,98685,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,4-12-2020,KeyBank National Association,WA-03
19320,VANCOUVER,WA,98663,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
19320,EVERETT,WA,98208,561730,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,2,04/13/2020,KeyBank National Association,WA-01
19307,ARLINGTON,WA,98223,445299,Corporation,Unanswered,Unanswered,Unanswered,,5,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19306,MANSON,WA,98831,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,06/22/2020,"Wells Fargo Bank, National Association",WA-08
19302,AUBURN,WA,98092,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19302,MUKILTEO,WA,98275,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,2,06/17/2020,"JPMorgan Chase Bank, National Association",WA-02
19300,BONNEY LAKE,WA,98391,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-08
19299,BELLINGHAM,WA,98226,531210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,04/29/2020,"JPMorgan Chase Bank, National Association",WA-02
19285,TACOMA,WA,98407,561431,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-2-2020,"Wells Fargo Bank, National Association",WA-06
19260,WOODINVILLE,WA,98072,561611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,4-10-2020,KeyBank National Association,WA-01
19258,SILVERDALE,WA,98383,452319,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,06/17/2020,KeyBank National Association,WA-06
19251,SPOKANE,WA,99205,238990,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-05
19250,REDMOND,WA,98053,812910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,9,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
19250,SEATTLE,WA,98115,621498,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19240.62,SAMMAMISH,WA,98075,561499,Limited  Liability Company(LLC),Unanswered,Unanswered,Non-Veteran,,1,04/14/2020,"JPMorgan Chase Bank, National Association",WA-08
19237,FIFE,WA,98424,311999,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,8-4-2020,"JPMorgan Chase Bank, National Association",WA-09
19235.8,COLVILLE,WA,99114,445210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,3,05/29/2020,KeyBank National Association,WA-05
19230,SEATTLE,WA,98117,531311,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-10-2020,KeyBank National Association,WA-07
19227,LACEY,WA,98503,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-10
19204,RANDLE,WA,98377,238210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,4-11-2020,KeyBank National Association,WA-03
19200,SEATTLE,WA,98199,454390,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,4-11-2020,KeyBank National Association,WA-07
19200,SEATTLE,WA,98122,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,2,4-12-2020,KeyBank National Association,WA-07
19200,LYNNWOOD,WA,98087,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,4,06/29/2020,"JPMorgan Chase Bank, National Association",WA-02
19196,STEILACOOM,WA,98388,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,2,4-11-2020,KeyBank National Association,WA-10
19182,KINGSTON,WA,98346,238990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-06
19160,SEATTLE,WA,98104,,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,,5-3-2020,"Wells Fargo Bank, National Association",WA-07
19160,BELLEVUE,WA,98005,221310,Corporation,White,Male Owned,Non-Veteran,,1,04/14/2020,KeyBank National Association,WA-09
19142,SEATTLE,WA,98118,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,1,05/18/2020,KeyBank National Association,WA-09
19140,ISSAQUAH,WA,98027,236116,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19137,RENTON,WA,98057,315990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,06/15/2020,"Wells Fargo Bank, National Association",WA-09
19132,WENATCHEE,WA,98801,541211,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,3,8-4-2020,"JPMorgan Chase Bank, National Association",WA-08
19127,COLBERT,WA,99005,561990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,3,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
19127,CHEHALIS,WA,98532,445299,Corporation,Unanswered,Unanswered,Unanswered,,,5-3-2020,"Wells Fargo Bank, National Association",WA-03
19125,LAKE TAPPS,WA,98391,238210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-08
19125,SEATTLE,WA,98103,621340,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-07
19110,MARYSVILLE,WA,98270,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-02
19107,YAKIMA,WA,98902,541511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-04
19100,SEATTLE,WA,98168,813110,Corporation,Unanswered,Unanswered,Unanswered,,7,04/28/2020,KeyBank National Association,WA-09
19100,NORTH BEND,WA,98045,621210,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,4,4-11-2020,KeyBank National Association,WA-08
19087,COLBERT,WA,99005,446199,Corporation,Unanswered,Unanswered,Unanswered,,1,5-1-2020,"JPMorgan Chase Bank, National Association",WA-05
19085,LONG BEACH,WA,98631,236118,Corporation,Unanswered,Unanswered,Unanswered,,3,5-8-2020,KeyBank National Association,WA-03
19085,LYNNWOOD,WA,98087,441120,Corporation,Unanswered,Unanswered,Unanswered,,0,6-2-2020,"Wells Fargo Bank, National Association",WA-02
19081,VANCOUVER,WA,98684,236118,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,0,04/29/2020,"Wells Fargo Bank, National Association",WA-03
19066,VANCOUVER,WA,98665,448140,Corporation,Unanswered,Unanswered,Unanswered,,2,8-7-2020,"JPMorgan Chase Bank, National Association",WA-03
19063,KIRKLAND,WA,98034,236118,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,5-1-2020,"Wells Fargo Bank, National Association",WA-01
19062,BOTHELL,WA,98012,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,2,5-1-2020,"JPMorgan Chase Bank, National Association",WA-01
